"meanImp" "medianImp" "minImp" "maxImp" "normHits" "decision"
"assnwa" 0 0 0 0 0 "Rejected"
"detect" 0 0 0 0 0 "Rejected"
"inject" 0 0 0 0 0 "Rejected"
"nblow" 0 0 0 0 0 "Rejected"
"postlet" 0 0 0 0 0 "Rejected"
"race" -0.211382062837229 0 -1.00100150250438 0 0 "Rejected"
"vibe" 0 0 0 0 0 "Rejected"
"woot" 0 0 0 0 0 "Rejected"
"erectionsnthen" 0 0 0 0 0 "Rejected"
"target" -0.0476667382144944 0 -1.00100150250438 0 0 "Rejected"
"jock" 0 0 0 0 0 "Rejected"
"westbrook" 0 0 0 0 0 "Rejected"
"mounth" 0 0 0 0 0 "Rejected"
"weaman" 0 0 0 0 0 "Rejected"
"relev" 0 0 0 0 0 "Rejected"
"idec" 0 0 0 0 0 "Rejected"
"shall" 0 0 0 0 0 "Rejected"
"narrow" 0 0 0 0 0 "Rejected"
"fuckk" 0 0 0 0 0 "Rejected"
"joe" 0 0 0 0 0 "Rejected"
"coffe" 0 0 0 0 0 "Rejected"
"cup" 0 0 0 0 0 "Rejected"
"starbuck" 0 0 0 0 0 "Rejected"
"cuz" 0 0 0 0 0 "Rejected"
"lesser" 0 0 0 0 0 "Rejected"
"wth" 0 0 0 0 0 "Rejected"
"addit" 0 0 0 0 0 "Rejected"
"innuendo" 0 0 0 0 0 "Rejected"
"innuendonnam" 0 0 0 0 0 "Rejected"
"misdirect" 0 0 0 0 0 "Rejected"
"refug" 0 0 0 0 0 "Rejected"
"nfourgo" 0 0 0 0 0 "Rejected"
"horn" 0 0 0 0 0 "Rejected"
"chant" 0 0 0 0 0 "Rejected"
"episod" 0 0 0 0 0 "Rejected"
"fantast" 0 0 0 0 0 "Rejected"
"jesus" 0 0 0 0 0 "Rejected"
"knownand" 0 0 0 0 0 "Rejected"
"mode" 0 0 0 0 0 "Rejected"
"preinterview" 0 0 0 0 0 "Rejected"
"regi" 0 0 0 0 0 "Rejected"
"sone" 0 0 0 0 0 "Rejected"
"stage" 0 0 0 0 0 "Rejected"
"them" 0 0 0 0 0 "Rejected"
"yall" 0 0 0 0 0 "Rejected"
"deck" 0 0 0 0 0 "Rejected"
"pal" 0 0 0 0 0 "Rejected"
"stack" 0 0 0 0 0 "Rejected"
"violat" 0 0 0 0 0 "Rejected"
"yrs" 0 0 0 0 0 "Rejected"
"hurrican" 0 0 0 0 0 "Rejected"
"anonym" 0 0 0 0 0 "Rejected"
"fanboy" 0 0 0 0 0 "Rejected"
"xbox" 0 0 0 0 0 "Rejected"
"credit" 0 0 0 0 0 "Rejected"
"due" 0 0 0 0 0 "Rejected"
"freestyl" 0 0 0 0 0 "Rejected"
"dang" 0 0 0 0 0 "Rejected"
"dat" 0 0 0 0 0 "Rejected"
"diclol" 0 0 0 0 0 "Rejected"
"lmaolol" 0 0 0 0 0 "Rejected"
"account" -0.0476667382144944 0 -1.00100150250438 0 0 "Rejected"
"ego" 0 0 0 0 0 "Rejected"
"joey" 0 0 0 0 0 "Rejected"
"massag" 0 0 0 0 0 "Rejected"
"twitter" -0.0476667382144944 0 -1.00100150250438 0 0 "Rejected"
"offici" -0.393790492136658 0 -1.33916322563693 0 0 "Rejected"
"candi" 0 0 0 0 0 "Rejected"
"cotton" 0 0 0 0 0 "Rejected"
"icecream" 0 0 0 0 0 "Rejected"
"jokwon" 0 0 0 0 0 "Rejected"
"nbuthonest" 0 0 0 0 0 "Rejected"
"abil" 0 0 0 0 0 "Rejected"
"abomin" 0 0 0 0 0 "Rejected"
"abort" 0 0 0 0 0 "Rejected"
"abusecoolest" 0 0 0 0 0 "Rejected"
"accolad" 0 0 0 0 0 "Rejected"
"accountableron" 0 0 0 0 0 "Rejected"
"aciddragon" 0 0 0 0 0 "Rejected"
"adag" 0 0 0 0 0 "Rejected"
"add" 0 0 0 0 0 "Rejected"
"administr" 0 0 0 0 0 "Rejected"
"admir" 0 0 0 0 0 "Rejected"
"admit" 0 0 0 0 0 "Rejected"
"admitbitch" 0 0 0 0 0 "Rejected"
"adult" 0 0 0 0 0 "Rejected"
"advantag" 0 0 0 0 0 "Rejected"
"advoc" 0 0 0 0 0 "Rejected"
"afghan" 0 0 0 0 0 "Rejected"
"afraid" -0.326438319036861 0 -1.34168658022404 0 0 "Rejected"
"agentso" 0 0 0 0 0 "Rejected"
"ahead" 0 0 0 0 0 "Rejected"
"aliv" 0 0 0 0 0 "Rejected"
"allah" 0 0 0 0 0 "Rejected"
"amendmentnroman" 0 0 0 0 0 "Rejected"
"anathema" 0 0 0 0 0 "Rejected"
"android" 0 0 0 0 0 "Rejected"
"andsurveil" 0 0 0 0 0 "Rejected"
"anytim" 0 0 0 0 0 "Rejected"
"apart" 0 0 0 0 0 "Rejected"
"appear" 0 0 0 0 0 "Rejected"
"appl" 0 0 0 0 0 "Rejected"
"april" 0 0 0 0 0 "Rejected"
"aren" 0 0 0 0 0 "Rejected"
"arena" 0 0 0 0 0 "Rejected"
"arent" 0 0 0 0 0 "Rejected"
"argu" 0 0 0 0 0 "Rejected"
"argument" 0 0 0 0 0 "Rejected"
"arm" -0.268195892806553 0 -1.4168844397051 0 0 "Rejected"
"arrest" 0 0 0 0 0 "Rejected"
"arshavin" 0 0 0 0 0 "Rejected"
"asad" 0 0 0 0 0 "Rejected"
"asign" 0 0 0 0 0 "Rejected"
"ask" -0.333667167501461 0 -1.00100150250438 0 0 "Rejected"
"attent" 0 0 0 0 0 "Rejected"
"attitud" 0 0 0 0 0 "Rejected"
"aveng" 0 0 0 0 0 "Rejected"
"averag" 0 0 0 0 0 "Rejected"
"awkward" 0 0 0 0 0 "Rejected"
"balloon" 0 0 0 0 0 "Rejected"
"bar" 0 0 0 0 0 "Rejected"
"basic" 0 0 0 0 0 "Rejected"
"basketballnaturalbluesdisqus" 0 0 0 0 0 "Rejected"
"battlefield" 0 0 0 0 0 "Rejected"
"bean" 0 0 0 0 0 "Rejected"
"beaten" 0 0 0 0 0 "Rejected"
"bedand" 0 0 0 0 0 "Rejected"
"bedroomsorri" 0 0 0 0 0 "Rejected"
"bedtimei" 0 0 0 0 0 "Rejected"
"beep" 0 0 0 0 0 "Rejected"
"beggarssorri" 0 0 0 0 0 "Rejected"
"bell" 0 0 0 0 0 "Rejected"
"belong" -0.0476667382144944 0 -1.00100150250438 0 0 "Rejected"
"belov" 0 0 0 0 0 "Rejected"
"bhai" 0 0 0 0 0 "Rejected"
"birth" -0.0476667382144944 0 -1.00100150250438 0 0 "Rejected"
"bitchhahaatleast" 0 0 0 0 0 "Rejected"
"bitchpark" 0 0 0 0 0 "Rejected"
"bitsko" 0 0 0 0 0 "Rejected"
"bitter" 0 0 0 0 0 "Rejected"
"blah" 0 0 0 0 0 "Rejected"
"blastyeah" 0 0 0 0 0 "Rejected"
"bleachersth" 0 0 0 0 0 "Rejected"
"bless" 0 0 0 0 0 "Rejected"
"bloodntest" 0 0 0 0 0 "Rejected"
"boi" 0 0 0 0 0 "Rejected"
"boot" 0 0 0 0 0 "Rejected"
"both" 0 0 0 0 0 "Rejected"
"bpicampus" 0 0 0 0 0 "Rejected"
"bran" 0 0 0 0 0 "Rejected"
"brave" 0 0 0 0 0 "Rejected"
"bravo" 0 0 0 0 0 "Rejected"
"brooh" 0 0 0 0 0 "Rejected"
"buddha" 0 0 0 0 0 "Rejected"
"buddi" -0.0476667382144944 0 -1.00100150250438 0 0 "Rejected"
"buffet" 0 0 0 0 0 "Rejected"
"bum" 0 0 0 0 0 "Rejected"
"bur" 0 0 0 0 0 "Rejected"
"burn" -0.37157008034685 0 -1.41695714189673 0 0 "Rejected"
"bus" 0 0 0 0 0 "Rejected"
"buse" 0 0 0 0 0 "Rejected"
"bush" 0 0 0 0 0 "Rejected"
"butchfri" 0 0 0 0 0 "Rejected"
"buttfk" 0 0 0 0 0 "Rejected"
"button" 0 0 0 0 0 "Rejected"
"buttsex" 0 0 0 0 0 "Rejected"
"buyer" 0 0 0 0 0 "Rejected"
"cabbag" 0 0 0 0 0 "Rejected"
"cagap" 0 0 0 0 0 "Rejected"
"camper" 0 0 0 0 0 "Rejected"
"candidateveri" 0 0 0 0 0 "Rejected"
"cane" 0 0 0 0 0 "Rejected"
"capabl" 0 0 0 0 0 "Rejected"
"capit" 0 0 0 0 0 "Rejected"
"capitalist" 0 0 0 0 0 "Rejected"
"carri" 0 0 0 0 0 "Rejected"
"carrier" 0 0 0 0 0 "Rejected"
"cassi" 0 0 0 0 0 "Rejected"
"castism" 0 0 0 0 0 "Rejected"
"caus" 0 0 0 0 0 "Rejected"
"celebr" 0 0 0 0 0 "Rejected"
"celebritymi" 0 0 0 0 0 "Rejected"
"chainsaw" 0 0 0 0 0 "Rejected"
"charg" 0 0 0 0 0 "Rejected"
"cheapen" 0 0 0 0 0 "Rejected"
"cheek" 0 0 0 0 0 "Rejected"
"cheer" 0 0 0 0 0 "Rejected"
"christian" 0 0 0 0 0 "Rejected"
"chubbi" 0 0 0 0 0 "Rejected"
"church" 0 0 0 0 0 "Rejected"
"citeyou" 0 0 0 0 0 "Rejected"
"citi" -0.190666952857978 0 -1.00100150250438 0 0 "Rejected"
"civil" 0 0 0 0 0 "Rejected"
"clarifi" 0 0 0 0 0 "Rejected"
"class" -0.381333905715955 0 -1.00100150250438 0 0 "Rejected"
"classifi" 0 0 0 0 0 "Rejected"
"cleancraig" 0 0 0 0 0 "Rejected"
"clever" 0 0 0 0 0 "Rejected"
"cleverest" 0 0 0 0 0 "Rejected"
"cllol" 0 0 0 0 0 "Rejected"
"clown" 0 0 0 0 0 "Rejected"
"clutter" 0 0 0 0 0 "Rejected"
"coal" 0 0 0 0 0 "Rejected"
"coin" 0 0 0 0 0 "Rejected"
"cold" 0 0 0 0 0 "Rejected"
"collard" 0 0 0 0 0 "Rejected"
"colloqui" 0 0 0 0 0 "Rejected"
"colorblindamir" 0 0 0 0 0 "Rejected"
"comfort" 0 0 0 0 0 "Rejected"
"common" 0 0 0 0 0 "Rejected"
"communismlastminutemandi" 0 0 0 0 0 "Rejected"
"comparison" 0 0 0 0 0 "Rejected"
"complex" 0 0 0 0 0 "Rejected"
"comprehens" 0 0 0 0 0 "Rejected"
"comun" 0 0 0 0 0 "Rejected"
"concert" 0 0 0 0 0 "Rejected"
"conduct" 0 0 0 0 0 "Rejected"
"confirm" 0 0 0 0 0 "Rejected"
"confus" 0 0 0 0 0 "Rejected"
"conscienc" 0 0 0 0 0 "Rejected"
"consideredr" 0 0 0 0 0 "Rejected"
"constrain" 0 0 0 0 0 "Rejected"
"content" 0 0 0 0 0 "Rejected"
"contract" 0 0 0 0 0 "Rejected"
"contrari" 0 0 0 0 0 "Rejected"
"core" 0 0 0 0 0 "Rejected"
"corral" 0 0 0 0 0 "Rejected"
"cotto" 0 0 0 0 0 "Rejected"
"cours" 0 0 0 0 0 "Rejected"
"cow" 0 0 0 0 0 "Rejected"
"cower" 0 0 0 0 0 "Rejected"
"crazi" 0 0 0 0 0 "Rejected"
"creation" 0 0 0 0 0 "Rejected"
"crib" 0 0 0 0 0 "Rejected"
"croni" 0 0 0 0 0 "Rejected"
"crook" 0 0 0 0 0 "Rejected"
"crowd" 0 0 0 0 0 "Rejected"
"culprit" 0 0 0 0 0 "Rejected"
"cunt" 0 0 0 0 0 "Rejected"
"cushi" 0 0 0 0 0 "Rejected"
"custom" 0 0 0 0 0 "Rejected"
"cyclic" 0 0 0 0 0 "Rejected"
"daddi" 0 0 0 0 0 "Rejected"
"daili" 0 0 0 0 0 "Rejected"
"darlingsoft" 0 0 0 0 0 "Rejected"
"dayni" 0 0 0 0 0 "Rejected"
"debat" 0 0 0 0 0 "Rejected"
"debt" 0 0 0 0 0 "Rejected"
"deconstruct" 0 0 0 0 0 "Rejected"
"defeat" 0 0 0 0 0 "Rejected"
"defenseman" 0 0 0 0 0 "Rejected"
"degre" -0.190666952857978 0 -1.00100150250438 0 0 "Rejected"
"del" 0 0 0 0 0 "Rejected"
"delicaci" 0 0 0 0 0 "Rejected"
"delv" 0 0 0 0 0 "Rejected"
"denier" 0 0 0 0 0 "Rejected"
"depart" 0 0 0 0 0 "Rejected"
"deportedwetshoesclass" 0 0 0 0 0 "Rejected"
"depress" 0 0 0 0 0 "Rejected"
"dept" 0 0 0 0 0 "Rejected"
"depth" 0 0 0 0 0 "Rejected"
"deseerv" 0 0 0 0 0 "Rejected"
"deservedoubt" 0 0 0 0 0 "Rejected"
"desper" 0 0 0 0 0 "Rejected"
"destin" 0 0 0 0 0 "Rejected"
"detail" 0 0 0 0 0 "Rejected"
"developmentthat" 0 0 0 0 0 "Rejected"
"dicki" 0 0 0 0 0 "Rejected"
"disenfranchis" 0 0 0 0 0 "Rejected"
"disgrac" 0 0 0 0 0 "Rejected"
"dislik" 0 0 0 0 0 "Rejected"
"disprov" 0 0 0 0 0 "Rejected"
"distract" 0 0 0 0 0 "Rejected"
"disturb" 0 0 0 0 0 "Rejected"
"doakesyou" 0 0 0 0 0 "Rejected"
"doesn" 0 0 0 0 0 "Rejected"
"dognrememb" 0 0 0 0 0 "Rejected"
"door" 0 0 0 0 0 "Rejected"
"dress" 0 0 0 0 0 "Rejected"
"drive" 0 0 0 0 0 "Rejected"
"driver" 0 0 0 0 0 "Rejected"
"drone" 0 0 0 0 0 "Rejected"
"drum" 0 0 0 0 0 "Rejected"
"dumbass" 0 0 0 0 0 "Rejected"
"dumbcitenexact" 0 0 0 0 0 "Rejected"
"durant" 0 0 0 0 0 "Rejected"
"duti" 0 0 0 0 0 "Rejected"
"dylan" 0 0 0 0 0 "Rejected"
"dynam" 0 0 0 0 0 "Rejected"
"dyour" 0 0 0 0 0 "Rejected"
"earnyour" 0 0 0 0 0 "Rejected"
"earthnop" 0 0 0 0 0 "Rejected"
"econom" 0 0 0 0 0 "Rejected"
"economi" 0 0 0 0 0 "Rejected"
"editor" 0 0 0 0 0 "Rejected"
"elig" 0 0 0 0 0 "Rejected"
"email" 0 0 0 0 0 "Rejected"
"employe" 0 0 0 0 0 "Rejected"
"english" 0 0 0 0 0 "Rejected"
"enigmat" 0 0 0 0 0 "Rejected"
"enjoy" 0 0 0 0 0 "Rejected"
"entertainingim" 0 0 0 0 0 "Rejected"
"entir" 0 0 0 0 0 "Rejected"
"epl" 0 0 0 0 0 "Rejected"
"equal" 0 0 0 0 0 "Rejected"
"especi" 0 0 0 0 0 "Rejected"
"even" -0.25773634054838 0 -1.34229676647846 0 0 "Rejected"
"everyday" -0.0953334764289888 0 -1.00100150250438 0 0 "Rejected"
"everyon" 0 0 0 0 0 "Rejected"
"evri" 0 0 0 0 0 "Rejected"
"ewww" 0 0 0 0 0 "Rejected"
"exam" 0 0 0 0 0 "Rejected"
"excit" 0 0 0 0 0 "Rejected"
"existnnow" 0 0 0 0 0 "Rejected"
"expens" 0 0 0 0 0 "Rejected"
"ezrahey" 0 0 0 0 0 "Rejected"
"fair" -0.115131132998126 0 -1.41675229045626 0 0 "Rejected"
"fall" 0 0 0 0 0 "Rejected"
"familiar" 0 0 0 0 0 "Rejected"
"fanat" 0 0 0 0 0 "Rejected"
"fannveri" 0 0 0 0 0 "Rejected"
"farm" 0 0 0 0 0 "Rejected"
"fault" 0 0 0 0 0 "Rejected"
"featur" 0 0 0 0 0 "Rejected"
"feb" 0 0 0 0 0 "Rejected"
"fed" 0 0 0 0 0 "Rejected"
"feder" 0 0 0 0 0 "Rejected"
"fee" 0 0 0 0 0 "Rejected"
"feloni" 0 0 0 0 0 "Rejected"
"fiar" 0 0 0 0 0 "Rejected"
"fieldplay" 0 0 0 0 0 "Rejected"
"fighter" 0 0 0 0 0 "Rejected"
"fightsif" 0 0 0 0 0 "Rejected"
"fill" -0.0476667382144944 0 -1.00100150250438 0 0 "Rejected"
"final" 0 0 0 0 0 "Rejected"
"financi" 0 0 0 0 0 "Rejected"
"fine" -0.0476667382144944 0 -1.00100150250438 0 0 "Rejected"
"finest" 0 0 0 0 0 "Rejected"
"finexd" 0 0 0 0 0 "Rejected"
"flake" 0 0 0 0 0 "Rejected"
"flatten" 0 0 0 0 0 "Rejected"
"fli" -0.0476667382144944 0 -1.00100150250438 0 0 "Rejected"
"fling" 0 0 0 0 0 "Rejected"
"forehead" 0 0 0 0 0 "Rejected"
"forest" 0 0 0 0 0 "Rejected"
"forgot" -0.0476667382144944 0 -1.00100150250438 0 0 "Rejected"
"forrest" 0 0 0 0 0 "Rejected"
"forti" 0 0 0 0 0 "Rejected"
"forward" 0 0 0 0 0 "Rejected"
"fought" 0 0 0 0 0 "Rejected"
"franc" 0 0 0 0 0 "Rejected"
"franchisei" 0 0 0 0 0 "Rejected"
"francour" 0 0 0 0 0 "Rejected"
"freak" 0 0 0 0 0 "Rejected"
"freakoccupi" 0 0 0 0 0 "Rejected"
"freedom" 0 0 0 0 0 "Rejected"
"fresh" 0 0 0 0 0 "Rejected"
"friday" 0 0 0 0 0 "Rejected"
"fridayrobyour" 0 0 0 0 0 "Rejected"
"fuckign" 0 0 0 0 0 "Rejected"
"fuckyourself" 0 0 0 0 0 "Rejected"
"fugat" 0 0 0 0 0 "Rejected"
"fun" -0.0953334764289888 0 -1.00100150250438 0 0 "Rejected"
"function." 0 0 0 0 0 "Rejected"
"furious" 0 0 0 0 0 "Rejected"
"futuresyour" 0 0 0 0 0 "Rejected"
"fyck" 0 0 0 0 0 "Rejected"
"gain" -0.0476667382144944 0 -1.00100150250438 0 0 "Rejected"
"gal" 0 0 0 0 0 "Rejected"
"gallon" 0 0 0 0 0 "Rejected"
"garbag" -0.303184070899855 0 -1.36185797637505 0 0 "Rejected"
"gather" 0 0 0 0 0 "Rejected"
"gee" 0 0 0 0 0 "Rejected"
"gene" 0 0 0 0 0 "Rejected"
"generat" 0 0 0 0 0 "Rejected"
"geniusdo" 0 0 0 0 0 "Rejected"
"geniusesnjail" 0 0 0 0 0 "Rejected"
"glass" 0 0 0 0 0 "Rejected"
"goal" 0 0 0 0 0 "Rejected"
"goatn" 0 0 0 0 0 "Rejected"
"goddammitposs" 0 0 0 0 0 "Rejected"
"goddamn" 0 0 0 0 0 "Rejected"
"godless" 0 0 0 0 0 "Rejected"
"golli" 0 0 0 0 0 "Rejected"
"googl" 0 0 0 0 0 "Rejected"
"googlewho" 0 0 0 0 0 "Rejected"
"governor" 0 0 0 0 0 "Rejected"
"graphiclik" 0 0 0 0 0 "Rejected"
"grasp" 0 0 0 0 0 "Rejected"
"grass" 0 0 0 0 0 "Rejected"
"graveyou" 0 0 0 0 0 "Rejected"
"greatest" 0 0 0 0 0 "Rejected"
"grip" 0 0 0 0 0 "Rejected"
"ground" 0 0 0 0 0 "Rejected"
"gta" 0 0 0 0 0 "Rejected"
"guarante" -0.0476667382144944 0 -1.00100150250438 0 0 "Rejected"
"guard" 0 0 0 0 0 "Rejected"
"gun" 0 0 0 0 0 "Rejected"
"gutter" 0 0 0 0 0 "Rejected"
"had" 0 0 0 0 0 "Rejected"
"hahahmass" 0 0 0 0 0 "Rejected"
"hahai" 0 0 0 0 0 "Rejected"
"hahaif" 0 0 0 0 0 "Rejected"
"halfass" 0 0 0 0 0 "Rejected"
"hallucin" 0 0 0 0 0 "Rejected"
"hammer" 0 0 0 0 0 "Rejected"
"happenxd" 0 0 0 0 0 "Rejected"
"harder" 0 0 0 0 0 "Rejected"
"hardth" 0 0 0 0 0 "Rejected"
"hatern" 0 0 0 0 0 "Rejected"
"haven" 0 0 0 0 0 "Rejected"
"havew" 0 0 0 0 0 "Rejected"
"hearnlik" 0 0 0 0 0 "Rejected"
"heifer" 0 0 0 0 0 "Rejected"
"helathi" 0 0 0 0 0 "Rejected"
"helli" 0 0 0 0 0 "Rejected"
"herand" 0 0 0 0 0 "Rejected"
"hes" 0 0 0 0 0 "Rejected"
"het" 0 0 0 0 0 "Rejected"
"higher" 0 0 0 0 0 "Rejected"
"hill" 0 0 0 0 0 "Rejected"
"him" 0 0 0 0 0 "Rejected"
"hinder" 0 0 0 0 0 "Rejected"
"hip" 0 0 0 0 0 "Rejected"
"hire" 0 0 0 0 0 "Rejected"
"hoho" 0 0 0 0 0 "Rejected"
"holler" 0 0 0 0 0 "Rejected"
"homeh" 0 0 0 0 0 "Rejected"
"honest" 0 0 0 0 0 "Rejected"
"honorari" 0 0 0 0 0 "Rejected"
"horribl" 0 0 0 0 0 "Rejected"
"hour" 0 0 0 0 0 "Rejected"
"howev" 0 0 0 0 0 "Rejected"
"httpblogappfognoop" 0 0 0 0 0 "Rejected"
"httpwwwforresterrbresearchaugmentdevopswithnoopsid" 0 0 0 0 0 "Rejected"
"hundr" 0 0 0 0 0 "Rejected"
"hungri" 0 0 0 0 0 "Rejected"
"hunt" 0 0 0 0 0 "Rejected"
"huntar" 0 0 0 0 0 "Rejected"
"hurt" 0 0 0 0 0 "Rejected"
"hypocrit" -0.269037002195119 0 -1.4167285799706 0 0 "Rejected"
"iceberg" 0 0 0 0 0 "Rejected"
"icebergn" 0 0 0 0 0 "Rejected"
"identif" 0 0 0 0 0 "Rejected"
"idiotceo" 0 0 0 0 0 "Rejected"
"idiotwith" 0 0 0 0 0 "Rejected"
"idiotyo" 0 0 0 0 0 "Rejected"
"imag" 0 0 0 0 0 "Rejected"
"imam" 0 0 0 0 0 "Rejected"
"imbecilehaha" 0 0 0 0 0 "Rejected"
"imbicil" 0 0 0 0 0 "Rejected"
"immedi" 0 0 0 0 0 "Rejected"
"immin" 0 0 0 0 0 "Rejected"
"implic" 0 0 0 0 0 "Rejected"
"impress" 0 0 0 0 0 "Rejected"
"improv" 0 0 0 0 0 "Rejected"
"inbre" 0 0 0 0 0 "Rejected"
"incid" 0 0 0 0 0 "Rejected"
"increas" 0 0 0 0 0 "Rejected"
"incrediblei" 0 0 0 0 0 "Rejected"
"independ" 0 0 0 0 0 "Rejected"
"india" 0 0 0 0 0 "Rejected"
"individu" 0 0 0 0 0 "Rejected"
"inept" 0 0 0 0 0 "Rejected"
"infiltr" 0 0 0 0 0 "Rejected"
"info" 0 0 0 0 0 "Rejected"
"inquisit" 0 0 0 0 0 "Rejected"
"insan" 0 0 0 0 0 "Rejected"
"insult" 0 0 0 0 0 "Rejected"
"intellectu" 0 0 0 0 0 "Rejected"
"interview" 0 0 0 0 0 "Rejected"
"iranmr" 0 0 0 0 0 "Rejected"
"irish" 0 0 0 0 0 "Rejected"
"islaunch" 0 0 0 0 0 "Rejected"
"isn" 0 0 0 0 0 "Rejected"
"justifi" 0 0 0 0 0 "Rejected"
"kevin" 0 0 0 0 0 "Rejected"
"kidswownwhat" 0 0 0 0 0 "Rejected"
"king" 0 0 0 0 0 "Rejected"
"kissnmmmmmmmwwwwwwaaaaaaaaaaaaaaxafxafxafxafxafxaf" 0 0 0 0 0 "Rejected"
"kpop" 0 0 0 0 0 "Rejected"
"krayoncolorz" 0 0 0 0 0 "Rejected"
"kurskmandingo" 0 0 0 0 0 "Rejected"
"lacki" 0 0 0 0 0 "Rejected"
"languag" 0 0 0 0 0 "Rejected"
"late" 0 0 0 0 0 "Rejected"
"lawusausa" 0 0 0 0 0 "Rejected"
"lawyersi" 0 0 0 0 0 "Rejected"
"learnyou" 0 0 0 0 0 "Rejected"
"lebron" 0 0 0 0 0 "Rejected"
"lettuc" 0 0 0 0 0 "Rejected"
"level" 0 0 0 0 0 "Rejected"
"liar" 0 0 0 0 0 "Rejected"
"liarhey" 0 0 0 0 0 "Rejected"
"lib" 0 0 0 0 0 "Rejected"
"libbi" 0 0 0 0 0 "Rejected"
"libdem" 0 0 0 0 0 "Rejected"
"libertarian" 0 0 0 0 0 "Rejected"
"lick" 0 0 0 0 0 "Rejected"
"lifestyl" 0 0 0 0 0 "Rejected"
"like" -0.0476667382144944 0 -1.00100150250438 0 0 "Rejected"
"limit" 0 0 0 0 0 "Rejected"
"liverpool" 0 0 0 0 0 "Rejected"
"liverpudlian" 0 0 0 0 0 "Rejected"
"livingdead" 0 0 0 0 0 "Rejected"
"lock" -0.692834992030859 -1.00100150250438 -1.951068053149 0 0 "Rejected"
"log" 0 0 0 0 0 "Rejected"
"lolololololololobama" 0 0 0 0 0 "Rejected"
"longest" 0 0 0 0 0 "Rejected"
"loos" 0 0 0 0 0 "Rejected"
"lord" 0 0 0 0 0 "Rejected"
"losercalm" 0 0 0 0 0 "Rejected"
"lostbuck" 0 0 0 0 0 "Rejected"
"lowest" 0 0 0 0 0 "Rejected"
"macon" 0 0 0 0 0 "Rejected"
"mail" 0 0 0 0 0 "Rejected"
"mainland" 0 0 0 0 0 "Rejected"
"malcontentsfuck" 0 0 0 0 0 "Rejected"
"mama" 0 0 0 0 0 "Rejected"
"manni" 0 0 0 0 0 "Rejected"
"manso" 0 0 0 0 0 "Rejected"
"manur" 0 0 0 0 0 "Rejected"
"marco" 0 0 0 0 0 "Rejected"
"market" 0 0 0 0 0 "Rejected"
"marriagesarcasm" 0 0 0 0 0 "Rejected"
"mass" 0 0 0 0 0 "Rejected"
"match" 0 0 0 0 0 "Rejected"
"mcbain" 0 0 0 0 0 "Rejected"
"measur" -0.0476667382144944 0 -1.00100150250438 0 0 "Rejected"
"megan" 0 0 0 0 0 "Rejected"
"messag" -0.0476667382144944 0 -1.00100150250438 0 0 "Rejected"
"met" -0.238333691072472 0 -1.00100150250438 0 0 "Rejected"
"micah" 0 0 0 0 0 "Rejected"
"mickey" 0 0 0 0 0 "Rejected"
"mid" 0 0 0 0 0 "Rejected"
"middl" 0 0 0 0 0 "Rejected"
"midfingi" 0 0 0 0 0 "Rejected"
"mike" 0 0 0 0 0 "Rejected"
"milk" 0 0 0 0 0 "Rejected"
"mill" 0 0 0 0 0 "Rejected"
"minist" 0 0 0 0 0 "Rejected"
"mistak" 0 0 0 0 0 "Rejected"
"modern" 0 0 0 0 0 "Rejected"
"modifi" 0 0 0 0 0 "Rejected"
"molest" 0 0 0 0 0 "Rejected"
"momma" 0 0 0 0 0 "Rejected"
"mommi" 0 0 0 0 0 "Rejected"
"moneyfucktrollspoint" 0 0 0 0 0 "Rejected"
"monkey" 0 0 0 0 0 "Rejected"
"month" 0 0 0 0 0 "Rejected"
"monthsyou" 0 0 0 0 0 "Rejected"
"mood" 0 0 0 0 0 "Rejected"
"moonland" 0 0 0 0 0 "Rejected"
"moral" 0 0 0 0 0 "Rejected"
"moredo" 0 0 0 0 0 "Rejected"
"moronsavagebeastmarbblesdud" 0 0 0 0 0 "Rejected"
"moronthat" 0 0 0 0 0 "Rejected"
"mortgag" 0 0 0 0 0 "Rejected"
"most" 0 0 0 0 0 "Rejected"
"motherlaw" 0 0 0 0 0 "Rejected"
"motiv" 0 0 0 0 0 "Rejected"
"moveonorg" 0 0 0 0 0 "Rejected"
"munchi" 0 0 0 0 0 "Rejected"
"murder" 0 0 0 0 0 "Rejected"
"museum" 0 0 0 0 0 "Rejected"
"muslim" 0 0 0 0 0 "Rejected"
"must" 0 0 0 0 0 "Rejected"
"myself" 0 0 0 0 0 "Rejected"
"nah" 0 0 0 0 0 "Rejected"
"nalso" 0 0 0 0 0 "Rejected"
"nasti" 0 0 0 0 0 "Rejected"
"navig" 0 0 0 0 0 "Rejected"
"nbe" 0 0 0 0 0 "Rejected"
"nbecaus" 0 0 0 0 0 "Rejected"
"ncomment" 0 0 0 0 0 "Rejected"
"ndear" 0 0 0 0 0 "Rejected"
"ndoesnt" 0 0 0 0 0 "Rejected"
"negro" 0 0 0 0 0 "Rejected"
"nexcept" 0 0 0 0 0 "Rejected"
"ngeorg" 0 0 0 0 0 "Rejected"
"ngreat" 0 0 0 0 0 "Rejected"
"nhaiti" 0 0 0 0 0 "Rejected"
"nhttpwwwyoutubewatchyzadrfpbk" 0 0 0 0 0 "Rejected"
"nicer" 0 0 0 0 0 "Rejected"
"nien" 0 0 0 0 0 "Rejected"
