"meanImp" "medianImp" "minImp" "maxImp" "normHits" "decision"
"laugh" -0.205310729689649 0 -1.33740946178009 1.41703217347302 0 "Rejected"
"pick" 0.0467842201750465 0 -1.41689718642232 1.41703217347302 0 "Rejected"
"web" -0.20460668031438 0 -1.34463180302867 1.41702145932798 0 "Rejected"
"one" -0.0662212262961541 0 -1.41617271643362 1.41702050872244 0 "Rejected"
"worth" 0.325561658984204 0 0 1.41702050872244 0 "Rejected"
"vicki" -0.143526770457881 0 -1.00100150250438 1.41702031300693 0 "Rejected"
"buy" 0.105407303224759 0 -1.00100150250438 1.41701971422802 0 "Rejected"
"piss" -0.0557952188371023 -0.0183648674283692 -1.64895457280262 1.41701909745713 0 "Rejected"
"pay" 0.138638629962622 0.426289585635383 -1.41704265154065 1.41701824584468 0 "Rejected"
"war" -0.107171585980791 0 -1.41673275256727 1.41700695054498 0 "Rejected"
"special" -0.515158129318455 -0.734423233969147 -2.14390032935717 1.41700555478236 0 "Rejected"
"rock" -0.437482129704166 -1.00100150250438 -1.87726761276404 1.41700378947012 0 "Rejected"
"stori" 0.136477672676026 0 -1.00100150250438 1.41700286755806 0 "Rejected"
"cash" -0.256891224543956 0 -1.41703113921462 1.41700286755806 0 "Rejected"
"materi" -0.10037736870918 0 -1.41652111488287 1.41700255418267 0 "Rejected"
"quit" -0.432484378553675 -0.0239662929674698 -1.62508285741236 1.41700093993608 0 "Rejected"
"bring" -0.706799601545343 -1.00100150250438 -1.99229499700855 1.41699958911399 0 "Rejected"
"femal" -0.154546824275845 0 -1.41704295544296 1.41698473751819 0 "Rejected"
"angel" -0.197663590644893 0 -1.73426291083033 1.4169825780254 0 "Rejected"
"public" 0.211485942405458 0 -1.00100150250438 1.41698213337702 0 "Rejected"
"free" -0.175010808457403 0 -1.81029271288095 1.41697792729461 0 "Rejected"
"thread" -0.770231650666713 -0.891451176540663 -1.87595002108739 1.41696184550906 0 "Rejected"
"state" -0.159307252341042 0 -1.4163447642925 1.41695775005212 0 "Rejected"
"brought" -0.386803417927026 -0.782679420070274 -1.41703241908953 1.41695775005212 0 "Rejected"
"understand" -1.03904847979068 -1.09016994347246 -2.38502751448875 1.41695071678981 0 "Rejected"
"grow" -0.166856890964261 0 -1.00100150250438 1.4169443497337 0 "Rejected"
"steal" -0.292482046329929 0 -1.64852183572675 1.41693433853732 0 "Rejected"
"submit" -0.393018125414905 -0.592918996342998 -2.00727533496612 1.41693433853732 0 "Rejected"
"season" 0.115139620920586 0 -1.00100150250438 1.41693053682793 0 "Rejected"
"giant" -0.719971481777515 -1.00100150250438 -1.73720312976672 1.41692816553504 0 "Rejected"
"pretti" 0.0215208859933398 0 -1.00100150250438 1.41692816553504 0 "Rejected"
"rais" -0.469730524558199 -0.669071369576014 -2.14347583784965 1.41692654539936 0 "Rejected"
"start" -0.575355424828661 -0.282268145858451 -1.98959231096888 1.41692148710591 0 "Rejected"
"african" -0.237302482443703 0 -1.41701802752916 1.4169188410604 0 "Rejected"
"sum" -0.223414259663559 0 -1.73710358791569 1.41689818182242 0 "Rejected"
"dream" -0.40338413408435 -0.461298489140023 -1.41702011536959 1.41689516612739 0 "Rejected"
"open" -0.296665981630704 -0.616534171218792 -1.34815433687557 1.41689310563706 0 "Rejected"
"clueless" -0.145528057300316 0 -1.00100150250438 1.4168844397051 0 "Rejected"
"evil" -0.785042184186431 -1.00100150250438 -2.00574665733892 1.41688330637004 0 "Rejected"
"wors" -0.284938350691337 0 -1.41686061152207 1.41687983587595 0 "Rejected"
"million" -0.200294041990439 0 -1.35116629265929 1.41686666710171 0 "Rejected"
"statement" -0.66565496356572 -0.819754611432135 -2.00759441990133 1.41686306915269 0 "Rejected"
"sooner" -0.0939958982211965 0 -1.63422059776989 1.41685810523936 0 "Rejected"
"case" -0.447785134368207 -0.679200768047116 -1.49580733136335 1.41685425175329 0 "Rejected"
"lol" -0.836412255469148 -1.00100150250438 -1.73639531574235 1.41682735384189 0 "Rejected"
"small" -0.349505665950975 0 -1.41704254615181 1.41681225866195 0 "Rejected"
"handl" -0.811579674524673 -1.00100150250438 -1.91139616313029 1.41681066546224 0 "Rejected"
"amaz" -0.471530360237431 -1.00100150250438 -1.73677483941636 1.41680578879567 0 "Rejected"
"propaganda" -0.294368779297366 0 -1.64857082138419 1.41679247996254 0 "Rejected"
"wait" -0.472542662903225 -0.600428144401758 -1.75832816975233 1.41679083433811 0 "Rejected"
"disappoint" 0.0674650495498893 0 0 1.41676604054767 0 "Rejected"
"offer" -0.60734307596588 -1.00100150250438 -1.4170425991097 1.4167348085128 0 "Rejected"
"mine" -0.439386399764934 -1.00100150250438 -1.25924378394794 1.41671778173078 0 "Rejected"
"audienc" -0.267093683020842 0 -1.00100150250438 1.4167110399721 0 "Rejected"
"wing" -0.850144804757478 -1.00100150250438 -1.89836148698661 1.4167110399721 0 "Rejected"
"surpris" 0.0674591364483131 0 0 1.41664186541458 0 "Rejected"
"dog" -0.805290846176171 -1.00100150250438 -2.19366577232115 1.41663905330729 0 "Rejected"
"night" -0.0253685882061358 0 -1.56692361975589 1.41662474615828 0 "Rejected"
"hand" -0.725999538521207 -1.00100150250438 -2.12147953835386 1.41660462125482 0 "Rejected"
"presid" 0.0660310952539363 0 -1.00100150250438 1.41660331635285 0 "Rejected"
"lie" 0.0305683190687675 0 -1.41685810523936 1.41658935987934 0 "Rejected"
"emot" -0.269109974861369 0 -1.41701888774383 1.41657982398938 0 "Rejected"
"question" 0.16061166351912 0 -1.00100150250438 1.4165381046831 0 "Rejected"
"pull" 0.0880946979141062 0 -1.00100150250438 1.41644740676818 0 "Rejected"
"air" -0.62998663620285 -1.00100150250438 -1.6745459536775 1.41641914353801 0 "Rejected"
"live" -0.680999328068518 -1.00100150250438 -1.62918362571167 1.41630121306356 0 "Rejected"
